document,site_no,site_name,street_address,city_state_zip,county,enforcement_action,enforcement_action_number,enforcement_action_issued,case_closed,media,program,county_slug,site_slug
,139629,Behavioral Health Clinic Modular Trailers Fort Meade,Ernie Pyle St,"Fort George G. Meade,MD,20755",Anne Arundel,Penalty Settlement,PS-14-1972,2013-07-29,2013-07-29,Notice of Intent;Sediment,Notice of Intent (Construction),anne-arundel,behavioral-health-clinic-modular-trailers-fort-meade
,139801,PG DPWT-Keppler Road,"Keppler Road, 1 blk from Temple Hills Road","Temple Hills,MD,20748",Prince George's,Penalty Settlement,Eisgruber,2015-06-08,2015-10-29,Notice of Intent,Notice of Intent (Construction),prince-george-s,pg-dpwt-keppler-road
,139833,Modern Foundations Inc,7860 Kabik Court,"Woodbine,MD,21797",Carroll,Penalty Settlement,PS-14-2095,2014-05-17,2014-06-24,Surface Water Discharge Unauthorized,Industrial Minor,carroll,modern-foundations-inc
,140101,4325 Washington Blvd Halethorpe,4325 Washington Blvd,"Halethorpe,MD,21227",Baltimore,Penalty Settlement,PS-14-1987,2013-10-02,2015-02-25,Sediment;Waterway Construction,,baltimore,4325-washington-blvd-halethorpe
,140289,Centurylink @ 111 Market Place 4th floor,"111 Market Pl, 4th Fl, The Chandler Building","Baltimore City,MD,21202",Baltimore City,Penalty Settlement,PS-14-1981,2013-08-09,2013-09-24,Surface Water Discharge Unauthorized,Industrial Minor,baltimore-city,centurylink-111-market-place-4th-floor
,140801,Hollander 95 Business Park,"Hollander Ridge, East side of 62nd St","Baltimore City,MD,21224",Baltimore City,Penalty Settlement,PS-14-2009,2013-09-30,2013-10-29,Notice of Intent,Notice of Intent (Construction),baltimore-city,hollander-95-business-park
,140900,Sassafras Rd,343 Sassafras Rd,"Middle River,MD,21220",Baltimore,Penalty Settlement,PS-14-1971,2013-07-29,2013-09-17,Sediment,,baltimore,sassafras-rd
,141048,CSX Transportation JD To JONES HILL CSXT New Track MP CFP 118.5 To CFP 120.6 11-SF-0047/11SF0047,Defense Heights,"Bladensburg,MD,20710",Prince George's,Penalty Settlement,C-15-2122,2014-08-04,2014-09-30,Notice of Intent;Sediment;Waterway Construction,Notice of Intent (Construction),prince-george-s,csx-transportation-jd-to-jones-hill-csxt-new-track-mp-cfp-118-5-to-cfp-120-6-11-sf-0047-11sf0047
,142220,SMECO Sunderland Substation,275 Lower Marlboro Rd,"Huntingtown,MD,20639",Calvert,Penalty Settlement,C-14-2055,2014-01-29,2014-02-18,Sediment,,calvert,smeco-sunderland-substation
,142316,Sewage Spill at Stormwater Management pond behind 1681 Gemini Dr Sykesville,1681 Gemini Dr,"Sykesville,MD,21784",Carroll,Penalty Settlement,Eisgruber,2015-06-30,2015-07-31,Surface Water Discharge Unauthorized,Collection System (SSO),carroll,sewage-spill-at-stormwater-management-pond-behind-1681-gemini-dr-sykesville
,142548,Freedom District WWTP ENR Upgrades,"1301 Raincliffe Rd, 39.362641 -76.947495","Sykesville,MD,21784",Carroll,Consent Order,CO-12-1512,2011-11-09,2019-12-18,Surface Water Discharge Permit,,carroll,freedom-district-wwtp-enr-upgrades
,142548,Freedom District WWTP ENR Upgrades,"1301 Raincliffe Rd, 39.362641 -76.947495","Sykesville,MD,21784",Carroll,Stipulated Penalty,Jessica Herpel,2019-11-13,2019-12-17,Surface Water Discharge Permit,Municipal Major,carroll,freedom-district-wwtp-enr-upgrades
,142665,CE DPW-Principio Sanitary Sewer Subdistrict North Interceptor,"Principio Parkway East, Principio Parkway East","North East,MD,21901",Cecil,Penalty Settlement,C-16-2325,2015-10-06,2015-11-12,Sediment,,cecil,ce-dpw-principio-sanitary-sewer-subdistrict-north-interceptor
,142671,WLR Automotive Group,2260 Solomons Island Road,"Huntingtown,MD,20639",Calvert,Penalty Settlement,SP-18-2532,2018-05-16,2018-06-06,Groundwater Discharge Permit,,calvert,wlr-automotive-group
,143029,WM Davis Development-St. Mary's Industrial Park Lot 10,43960 Airport View Dr,"Hollywood,MD,20636",St. Mary's,Penalty Settlement,SAP-12-1667,2015-10-07,2015-12-08,Notice of Intent,Notice of Intent (Construction),st-mary-s,wm-davis-development-st-mary-s-industrial-park-lot-10
,143857,1211 Lake Ridge Drive / Thomas Joseph Cable,1211 Lake Ridge Drive,"Sunderland,MD,20689",Calvert,Settlement Agreement,C-18-2481,2017-08-16,2019-07-24,Non-Tidal Wetlands;Sediment,,calvert,1211-lake-ridge-drive-thomas-joseph-cable
,143863,2116 Monumental Road,2116 Monumental Avenue,"Halethorpe,MD,21227",Baltimore,Penalty Settlement,C-15-2130,2014-08-07,2015-08-24,Sediment,,baltimore,2116-monumental-road
,144473,Center at Monocacy Lots 1 and 15,Southern intersection of MD 85 and Pegasus Ct,"Frederick,MD,21071",Frederick,Penalty Settlement,08FR0022,2014-09-30,2014-10-28,Notice of Intent;Sediment,Notice of Intent (Construction),frederick,center-at-monocacy-lots-1-and-15
,144617,Tideland Cooperative Campground,525 Taylors Island Rd,"Taylors Island,MD,21669",Dorchester,Consent Order,CO-18-2484,2017-07-18,,Tidal Wetlands,Industrial Minor,dorchester,tideland-cooperative-campground
,145066,UMUC(UMCP Renovation of the Edward St. John Learning & Teaching Center),"0600 Service Building , Department of Architecture, Engineering and Construction, Edward St. John Learning Center","College Park,MD,20740",Prince George's,Penalty Settlement,C-16-2313,2015-09-11,2015-09-29,Notice of Intent;Sediment,Notice of Intent (Construction),prince-george-s,umuc-umcp-renovation-of-the-edward-st-john-learning-teaching-center
,145258,Genesis Healthcare Facility,"251 Ballenger Center Dr, Genesis Healthcare","Frederick,MD,21703",Frederick,Penalty Settlement,13FR0011,2015-02-24,2015-03-17,Notice of Intent;Sediment,Notice of Intent (Construction),frederick,genesis-healthcare-facility
,145415,Pank Property,"10546 Harp Rd, Pank Farm LLC","Walkersville,MD,21793",Frederick,Consent Order,AP-16-2368,2015-12-11,2016-07-05,Notice of Intent;Sediment;Surface Water Discharge Unauthorized,Notice of Intent (Construction),frederick,pank-property
,145437,Joint Base Andrews-Naval Air Facility,"Airfield, North Perimeter Rd","Andrews Air Force Base,MD,20762",Prince George's,Penalty Settlement,14-NT-0374,2018-11-05,2018-11-29,Non-Tidal Wetlands;Notice of Intent;Sediment,Notice of Intent (Construction),prince-george-s,joint-base-andrews-naval-air-facility
,146444,Reconstruction of I-695 Roadway From US 1 to MD 7,I-695 Roadway From US 1 to MD 7,"Essex,MD,21221",Baltimore,Penalty Settlement,C-16-2296,2015-08-05,2015-08-13,Sediment,,baltimore,reconstruction-of-i-695-roadway-from-us-1-to-md-7
,147161,Assure/Exp Chilled Water capacity Industrial Water System(IWS) & Thermal Energy Storage Syst(TESS),38.994965 -77.103061,"Bethesda,MD,20894",Montgomery,Penalty Settlement,PS-20-2659,2020-07-02,2020-06-16,Notice of Intent;Sediment,Notice of Intent (Construction),montgomery,assure-exp-chilled-water-capacity-industrial-water-system-iws-thermal-energy-storage-syst-tess
,148329,Ashley Apartments,End of Andrew Court,"Laurel,MD,20724",Anne Arundel,Penalty Settlement,C-16-2343,2015-11-18,2015-12-29,Sediment,,anne-arundel,ashley-apartments
,148665,Fiaz Munir (New Construction),1725 Buck Harbor Road,"Pocomoke City,MD,21851",Worcester,Settlement Agreement,C-18-2489,2017-09-21,2017-12-26,Notice of Intent;Sediment,,worcester,fiaz-munir-new-construction
,150735,Dollar General Leonardtown,40625 Eddie Nelson rd,"Leonardtown,MD,20650",St. Mary's,Penalty Settlement,PS-16-2358,2016-01-04,2016-02-16,Notice of Intent,Notice of Intent (Construction),st-mary-s,dollar-general-leonardtown
,152625,B2P Sports Complex,6605 Morris Road,"Pittsville,MD,21850",Wicomico,Penalty Settlement,Patrick Noyes,2017-08-18,2017-09-11,Non-Tidal Wetlands;Sediment;Surface Water Discharge Unauthorized,Notice of Intent (Construction),wicomico,b2p-sports-complex
,154560,Terry and Faye Shields,6100 Ray Norwood Road,"Prince Frederick,MD,20678",Calvert,Penalty Settlement,PS-18-2526,2018-04-26,2018-06-06,Tidal Wetlands,,calvert,terry-and-faye-shields
,157582,Manhole at 3838 Regency Parkway,3838 Regency Parkway,"Suitland,MD,20746",Prince George's,Penalty Settlement,Patrick Noyes,2018-03-08,2018-06-07,Surface Water Discharge Unauthorized,Collection System (SSO),prince-george-s,manhole-at-3838-regency-parkway
,157672,CSXT - Camden Street Drain Replacement,"220-298 S Howard St, 39.2853 -76.6192","Baltimore,MD,21201",Baltimore City,Penalty Settlement,C-20-2595,2019-07-01,2019-08-22,Sediment;Surface Water Discharge Unauthorized,Industrial Minor,baltimore-city,csxt-camden-street-drain-replacement
,157977,Edward & Jeannette Lucas,2630 Hoopers Island Rd,"Fishing Creek,MD,21634",Dorchester,Consent Order,CA-19-2577,2019-01-22,,Tidal Wetlands,,dorchester,edward-jeannette-lucas
,161667,Michael and Joy Decker,11604 Gum Point Rd,"Berlin,MD,21811",Worcester,,,2019-11-14,,Tidal Wetlands,,worcester,michael-and-joy-decker
,166194,Charles Copeland,140 W Teal Point Rd,"Earleville,MD,21919",Cecil,,,2001-11-22,2021-04-07,Non-Tidal Wetlands;Sediment,,cecil,charles-copeland
,25927,North Dorchester High School,5875 Cloverdale Rd,"Hurlock,MD,21643",Dorchester,,,2020-02-28,,Notice of Intent;Sediment,,dorchester,north-dorchester-high-school
,26971,Betterton WWTP,28 Third Ave,"Betterton,MD,21610",Kent,Penalty Settlement,"Bull, Kevin",2014-09-18,2014-09-25,Surface Water Discharge Unauthorized,Collection System (SSO),kent,betterton-wwtp
,28150,WSSC Piscataway WRRF,11 W Farmington Rd,"Accokeek,MD,20607",Prince George's,Penalty Settlement,PS-14-2025,2013-11-19,2013-12-30,Surface Water Discharge Permit,Municipal Minor,prince-george-s,wssc-piscataway-wrrf
,29004,"Aggregate & Dirt Solutions, LLC",5900 Sheriff Road,"Capitol Heights,MD,20743",Prince George's,Penalty Settlement,Patrick Noyes,2018-12-18,2019-01-10,Surface Water Discharge Permit,Industrial Minor,prince-george-s,aggregate-dirt-solutions-llc
https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2727877,31284,"P & J Contracting Company, Inc.",4300 Shannon Dr.,"Baltimore,MD,21213",Baltimore City,Stipulated Penalty,CJ-21-2692,2021-10-20,,Sediment;Stormwater Management,Industrial Stormwater,baltimore-city,p-j-contracting-company-inc
,31394,Baltimore County Sanitary Sewer Overflows,County Wide Sewerage System,"County-wide,MD,00000",Baltimore,Stipulated Penalty,Kevin Bull,2016-05-24,2016-06-15,Surface Water Discharge Unauthorized,Collection System (SSO),baltimore,baltimore-county-sanitary-sewer-overflows
,31395,Baltimore City Sanitary Sewer Overflows,City Wide Sewerage System,"Baltimore,MD,00000",Baltimore City,Stipulated Penalty,Arno Laud,2012-10-22,2012-10-22,Surface Water Discharge Unauthorized,,baltimore-city,baltimore-city-sanitary-sewer-overflows
,31398,Charles County Sanitary Sewer Overflows,County Wide Sewerage System,"County-wide,MD,00000",Charles,Penalty Settlement,Patrick Noyes,2015-12-04,2015-12-29,Surface Water Discharge Unauthorized,Collection System (SSO),charles,charles-county-sanitary-sewer-overflows
,31401,Saint Mary's County Sanitary Sewer Overflows,County Wide Sewerage System,"County-wide,MD,00000",St. Mary's,Penalty Settlement,PS-13-1738,2012-08-16,2012-09-11,Surface Water Discharge Unauthorized,Collection System (SSO),st-mary-s,saint-mary-s-county-sanitary-sewer-overflows
https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=1596837,31405,Allegany County Sanitary Sewer Overflows,County Wide Sewerage System,"County-wide,MD,00000",Allegany,Stipulated Penalty,SP-21-2721,2020-12-31,,Surface Water Discharge Unauthorized,Collection System (SSO),allegany,allegany-county-sanitary-sewer-overflows
,31407,Cecil County Sanitary Sewer Overflows,County Wide Sewerage System,"County-wide,MD,00000",Cecil,Required Confirmation,Jami Everton,2020-02-28,2020-09-04,Surface Water Discharge Permit;Surface Water Discharge Unauthorized,Collection System (SSO),cecil,cecil-county-sanitary-sewer-overflows
,31408,Harford County Sanitary Sewer Overflows,County Wide Sewerage System,"County-wide,MD,00000",Harford,Penalty Settlement,Kevin Bull,2016-08-23,2016-09-20,Surface Water Discharge Unauthorized,Collection System (SSO),harford,harford-county-sanitary-sewer-overflows
,31408,Harford County Sanitary Sewer Overflows,County Wide Sewerage System,"County-wide,MD,00000",Harford,Penalty Settlement,PS-16-2314,2015-07-17,2015-10-07,Surface Water Discharge Unauthorized,Collection System (SSO),harford,harford-county-sanitary-sewer-overflows
,31409,Howard County Sanitary Sewer Overflows,County Wide Sewerage System,"County-wide,MD,00000",Howard,Stipulated Penalty,Arno Laud,2018-03-06,2018-05-09,Surface Water Discharge Unauthorized,Collection System (SSO),howard,howard-county-sanitary-sewer-overflows
,31846,"C. A. Bean, Inc. - Mechanicsville",29056 Three Notch Rd,"Mechanicsville,MD,20659",St. Mary's,Consent Order,SAP-13-1726,2012-08-08,2012-08-08,Sediment,,st-mary-s,c-a-bean-inc-mechanicsville
,32172,Southern States Cooperative,881 Wilson Rd,"Rising Sun,MD,21911",Cecil,Consent Order,COP-10-1023,2009-10-13,2014-07-10,Groundwater Discharge Unauthorized,,cecil,southern-states-cooperative
,32533,College of Southern Maryland - Flagship Building,115 J.W. Williams Road,"Prince Frederick,MD,20678",Calvert,Settlement Agreement,SAP-14-1985,2013-09-09,2013-11-30,Sediment,,calvert,college-of-southern-maryland-flagship-building
,35508,"Safeway Moving and Storage, Inc",1701 Leland Ave,"Middle River,MD,21220",Baltimore,Settlement Agreement,SA-15-2118,2014-07-18,2014-08-17,Surface Water Discharge Unauthorized,,baltimore,safeway-moving-and-storage-inc
,63670,Mark Matovich Property,Criss Ford Rd,"Buckeystown,MD,21770",Frederick,Settlement Agreement,SAP-13-1812,2012-12-21,2012-12-21,Sediment,,frederick,mark-matovich-property
,64297,Vera's White Sands Beach Club,1200 White Sands,"Lusby,MD,20657",Calvert,Stipulated Penalty,Patrick Noyes,2018-12-28,2019-03-20,Groundwater Discharge Permit;Surface Water Discharge Permit;Tidal Wetlands,Industrial Minor,calvert,vera-s-white-sands-beach-club
,64297,Vera's White Sands Beach Club,1200 White Sands,"Lusby,MD,20657",Calvert,Stipulated Penalty,Patrick Noyes,2018-12-28,2019-03-20,Groundwater Discharge Permit;Surface Water Discharge Permit;Tidal Wetlands,Municipal Minor,calvert,vera-s-white-sands-beach-club
,65451,ABBERLY CREST PHASE 2,ABBERLY CREST DR,"Lexington Park,MD,20653",St. Mary's,Penalty Settlement,C-15-2283,2015-07-09,2015-07-28,Sediment,,st-mary-s,abberly-crest-phase-2
,65587,Schumaker Landing,South Schumaker Drive,"Salisbury,MD,21802",Wicomico,,,,,Not Assigned,,wicomico,schumaker-landing
,65703,Cerny Property 3647 Old Robin Hood Road,3647B Old Robin Hood Road,"Aberdeen,MD,21001",Harford,Consent Decree,CJ-09-0865,2009-05-05,2014-09-22,Sediment,,harford,cerny-property-3647-old-robin-hood-road
,65741,Fields Koros Property 2406 Philadelphia Road,2406 Philadelphia Rd,"Edgewood,MD,21040",Harford,Consent Decree,Kevin Bull,2017-03-03,2019-01-23,Sediment,,harford,fields-koros-property-2406-philadelphia-road
,65753,WILDEWOOD RETIREMENT VILLAGE,Wildewood Pkwy,"California,MD,20619",St. Mary's,Penalty Settlement,C-14-2029,2013-11-08,2016-07-13,Sediment,,st-mary-s,wildewood-retirement-village
,65753,WILDEWOOD RETIREMENT VILLAGE,Wildewood Pkwy,"California,MD,20619",St. Mary's,Penalty Settlement,PS-14-2103,2014-06-04,2014-09-24,Notice of Intent;Sediment,Notice of Intent (Construction),st-mary-s,wildewood-retirement-village
,66021,Mehring Property culvert,"Charles Mehring, 1221 Bruceville Rd","Keymar,MD,21757",Carroll,Consent Decree,Joe Bieberich,2007-12-04,,Waterway Construction,,carroll,mehring-property-culvert
,66036,David Crothamel,69 Snug Harbor Way,"Earleville,MD,21913",Cecil,,,,,Not Assigned,,cecil,david-crothamel
,66354,Chick-fil-A - La Plata-Building Addition,107 Drury Drive,"La Plata,MD,20646",Charles,,SCO-09-0886,,,Not Assigned,,charles,chick-fil-a-la-plata-building-addition
,66471,"Greise Brothers Packing, Inc.",11901 Greise Farm Rd,"Cumberland,MD,21502",Allegany,Settlement Agreement,Julie Gowe,2013-08-07,2014-05-01,Surface Water Discharge Unauthorized,,allegany,greise-brothers-packing-inc
,66826,"Matthew Hungerford Property, 25840 Rumbley Rd., Somerset Co.","25840 Rumbley Rd, Rumbley Workboat Harbor","Rumbley,MD,21871",Somerset,,,,,Not Assigned,,somerset,matthew-hungerford-property-25840-rumbley-rd-somerset-co
,66826,"Matthew Hungerford Property, 25840 Rumbley Rd., Somerset Co.","25840 Rumbley Rd, Rumbley Workboat Harbor","Rumbley,MD,21871",Somerset,,,,,Not Assigned,,somerset,matthew-hungerford-property-25840-rumbley-rd-somerset-co
,66826,"Matthew Hungerford Property, 25840 Rumbley Rd., Somerset Co.","25840 Rumbley Rd, Rumbley Workboat Harbor","Rumbley,MD,21871",Somerset,,,,,Not Assigned,,somerset,matthew-hungerford-property-25840-rumbley-rd-somerset-co
,66839,Garrison Forest Veterans Cemetary Expansion,Garrison Forest Veterans Cemetary,"Owings Mills,MD,21117",Baltimore,Penalty Settlement,PS-13-1807,2013-01-13,2013-02-05,Sediment,,baltimore,garrison-forest-veterans-cemetary-expansion
,68447,"James Strippy, Jr.",2180 Potts Point Rd,"Huntingtown,MD,20639",Calvert,Consent Decree,CJ-13-1827,2012-12-20,2014-07-14,Tidal Wetlands,,calvert,james-strippy-jr
,68563,William Steffey and Joseph Van Nest Steffey property,186 and 188 W. Lake Drive,"Annapolis,MD,21403",Anne Arundel,Settlement Agreement,SAP-13-1839,2013-01-28,2014-07-14,Tidal Wetlands,,anne-arundel,william-steffey-and-joseph-van-nest-steffey-property
,69296,"Willing, Frank",26455 High Banks Dr,"Salisbury,MD,21801",Wicomico,Consent Decree,Eastern,2016-03-07,2019-12-05,Tidal Wetlands,,wicomico,willing-frank
,69699,Perlco Builders/tall Cedars/rd Xing,Tall Cedars Rd,"Clinton,MD,20735",Prince George's,Settlement Agreement,Eisgruber,2015-04-22,2015-09-15,Non-Tidal Wetlands;Notice of Intent,Notice of Intent (Construction),prince-george-s,perlco-builders-tall-cedars-rd-xing
,71068,G & G Ventures,7443 Shipley Avenue,"Harmans,MD,21077",Anne Arundel,"Complaint, Order, Penalty",C11-160993,2011-04-29,,Non-Tidal Wetlands;Sediment,,anne-arundel,g-g-ventures
,74039,Tucker Homes Llc/prev. Terra Firma Llc.,MELSON RD,"Delmar,MD,21875",Wicomico,Required Confirmation,Patrick Noyes,,2016-11-02,Not Applicable,,wicomico,tucker-homes-llc-prev-terra-firma-llc
,75852,"WeCare Denali, LLC",7800 Kabik Ct.,"Woodbine,MD,21797",Carroll,Settlement Agreement,SA-18-2480,2017-07-17,2022-05-13,Surface Water Discharge Permit,Industrial Minor,carroll,wecare-denali-llc
,76935,Kuzzens Packing,29643 Kingston Lane,"Westover,MD,21871",Somerset,Settlement Agreement,SAP-13-1935,2013-05-21,2013-05-21,Groundwater Discharge Unauthorized,Industrial Minor,somerset,kuzzens-packing
,76978,"Vanloon, Lawrence A/pier  And  Boatlift",5923 Castle Haven Road,"Cambridge,MD,21613",Dorchester,Consent Order,SA-16-2370,2016-02-03,2019-12-10,Non-Tidal Wetlands;Tidal Wetlands,,dorchester,vanloon-lawrence-a-pier-and-boatlift
,79383,C S Tarbutton Inc/21843 Dover Bridge Rd/,21843 DOVER BRIDGE RD,"Bethlehem,MD,21609",Caroline,,,,2018-12-04,Not Assigned,,caroline,c-s-tarbutton-inc-21843-dover-bridge-rd
,80959,JNP Capital Management LLC-Main Heights,Between 5730 and 5736 Mains Lane,"Frederick,MD,21701",Frederick,Settlement Agreement,Eisgruber,2014-11-13,2015-04-22,Notice of Intent;Sediment;Waterway Construction,Notice of Intent (Construction),frederick,jnp-capital-management-llc-main-heights
,85056,WSSC Rocky Gorge WPS,7400 Brooklyn Bridge Road,"Laurel,MD,20707",Prince George's,Penalty Settlement,C-15-2223,2015-02-24,2015-03-24,Notice of Intent;Sediment,Notice of Intent (Construction),prince-george-s,wssc-rocky-gorge-wps
,88666,David & Janet Ewing Property,3105 Ervin Ct,"Annapolis,MD,21403",Anne Arundel,Penalty Settlement,PS-14-2000,2014-03-21,2013-11-12,Tidal Wetlands,,anne-arundel,david-janet-ewing-property
